Year,period,code,carrier,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2017,8,B6,JetBlue Airways,391,115,36,2,32,1,43,9,1,8213,2550,257,1888,23,3495
2017,8,DL,Delta Air Lines Inc.,573,70,23,2,25,0,20,1,1,4110,1642,154,1126,6,1182
2017,8,UA,United Air Lines Inc.,554,101,22,5,41,0,33,22,2,7043,1523,509,2251,1,2758
2017,8,WN,Southwest Airlines Co.,1351,361,99,9,71,0,181,39,3,18175,4876,767,2837,15,9680
2017,9,AA,American Airlines Inc.,735,91,31,2,34,0,23,34,1,5139,1951,228,1313,15,1633
2017,9,B6,JetBlue Airways,358,73,21,2,25,0,25,33,1,5202,1494,155,1533,7,2013
2017,9,DL,Delta Air Lines Inc.,521,46,17,2,17,0,10,12,1,2974,1265,257,817,2,633
2017,9,UA,United Air Lines Inc.,494,57,14,1,26,0,16,15,1,3395,906,89,1264,0,1136
2017,9,WN,Southwest Airlines Co.,1228,174,52,4,36,0,81,40,2,8408,2383,334,1430,6,4255
2017,10,AA,American Airlines Inc.,765,109,36,2,42,0,29,4,1,6010,2217,121,1624,15,2032
2017,10,B6,JetBlue Airways,374,68,20,1,25,0,22,8,1,4519,1200,95,1622,9,1593
2017,10,DL,Delta Air Lines Inc.,544,57,19,2,20,0,16,0,1,3476,1368,93,1067,7,940
2017,10,UA,United Air Lines Inc.,534,73,17,2,32,0,22,2,1,4878,1071,174,1912,1,1720
2017,10,WN,Southwest Airlines Co.,1282,188,59,1,40,1,88,8,1,8286,2853,73,1377,38,3946
2017,11,AA,American Airlines Inc.,718,79,29,1,27,0,21,1,1,4091,1725,58,864,45,1399
2017,11,B6,JetBlue Airways,370,48,17,0,16,0,14,1,1,2466,931,12,657,36,830
2017,11,DL,Delta Air Lines Inc.,509,32,12,1,12,0,6,0,0,1706,881,54,429,3,340
2017,11,UA,United Air Lines Inc.,537,61,15,0,27,0,19,0,0,3906,996,29,1402,0,1480
2017,11,WN,Southwest Airlines Co.,1268,150,53,1,26,1,70,6,1,7181,2639,99,886,59,3497
2017,12,AA,American Airlines Inc.,737,128,40,4,46,0,38,3,1,7616,2653,439,1806,13,2705
2017,12,B6,JetBlue Airways,390,100,33,2,29,0,36,1,1,6712,2230,193,1345,14,2931
2017,12,DL,Delta Air Lines Inc.,492,66,23,5,22,0,17,14,1,4907,1828,696,1302,6,1076
2017,12,UA,United Air Lines Inc.,491,74,19,3,31,0,20,1,1,4599,1204,307,1501,0,1587
2017,12,WN,Southwest Airlines Co.,1291,256,83,3,46,1,124,12,2,12079,3939,239,1721,71,6109
2018,1,AA,American Airlines Inc.,767,118,40,5,40,0,33,15,1,7041,2656,388,1576,12,2409
2018,1,B6,JetBlue Airways,389,109,39,2,26,0,41,23,1,8298,3030,227,1387,19,3636
2018,1,DL,Delta Air Lines Inc.,488,65,19,7,20,0,19,11,1,5099,1518,903,1237,1,1440
2018,1,UA,United Air Lines Inc.,468,62,16,3,26,0,17,9,1,3947,1007,330,1241,0,1369
2018,1,WN,Southwest Airlines Co.,1275,201,60,2,48,1,90,29,2,9124,2821,163,1784,26,4330
2018,2,AA,American Airlines Inc.,712,126,35,5,49,0,37,9,2,7341,2319,379,2051,8,2583
2018,2,B6,JetBlue Airways,357,84,31,1,24,0,28,6,1,4932,1915,62,1067,7,1882
2018,2,DL,Delta Air Lines Inc.,454,54,17,3,19,0,15,0,1,3737,1396,332,884,4,1121
2018,2,UA,United Air Lines Inc.,438,64,14,3,32,0,15,2,1,3954,891,301,1530,3,1230
2018,2,WN,Southwest Airlines Co.,1128,232,70,2,53,1,106,24,3,10517,3275,187,2003,29,5023
2018,3,AA,American Airlines Inc.,823,118,42,2,37,0,37,26,1,6430,2564,185,1290,15,2376
2018,3,B6,JetBlue Airways,414,121,43,1,31,0,45,27,1,7322,2773,158,1282,18,3092
2018,3,DL,Delta Air Lines Inc.,557,66,23,3,23,0,18,6,1,3881,1529,402,937,5,1008
2018,3,UA,United Air Lines Inc.,524,72,18,2,30,0,21,12,1,4665,1198,240,1555,0,1672
2018,3,WN,Southwest Airlines Co.,1354,259,84,3,48,1,123,26,1,12279,4085,213,1828,41,6112
2018,4,AA,American Airlines Inc.,759,116,37,3,39,0,35,5,2,6867,2471,296,1620,8,2472
2018,4,B6,JetBlue Airways,404,124,40,2,35,0,47,5,1,8708,2700,199,1845,9,3955
2018,4,DL,Delta Air Lines Inc.,538,70,22,2,28,0,18,2,1,4223,1579,273,1190,3,1178
2018,4,UA,United Air Lines Inc.,494,78,18,2,34,0,24,1,1,5255,1242,231,1733,0,2050
2018,4,WN,Southwest Airlines Co.,1327,280,89,3,51,1,136,14,2,14312,4677,243,1994,26,7371
2018,5,AA,American Airlines Inc.,829,165,49,7,53,0,56,10,3,11053,3437,615,2628,8,4364
2018,5,B6,JetBlue Airways,384,105,36,1,30,0,38,5,1,6818,2169,151,1637,12,2848
2018,5,DL,Delta Air Lines Inc.,564,83,26,3,32,0,22,0,1,4934,1850,320,1485,7,1272
2018,5,UA,United Air Lines Inc.,539,108,23,5,48,0,33,3,2,7984,1665,506,2793,0,3020
2018,5,WN,Southwest Airlines Co.,1359,301,93,6,55,1,146,17,3,16169,4796,476,2582,36,8279
2018,6,AA,American Airlines Inc.,784,189,57,10,54,0,68,14,3,12167,3812,855,2496,11,4993
2018,6,B6,JetBlue Airways,380,95,31,3,27,0,35,4,1,5953,1803,214,1415,9,2511
2018,6,DL,Delta Air Lines Inc.,561,101,31,7,32,0,31,1,2,7839,2587,772,1847,4,2629
2018,6,UA,United Air Lines Inc.,505,121,26,5,48,0,42,2,2,8692,1916,480,2486,0,3810
2018,6,WN,Southwest Airlines Co.,1348,283,90,7,51,1,133,15,4,15301,4654,537,2339,46,7725
2018,7,AA,American Airlines Inc.,807,220,65,11,66,0,78,19,3,14826,4460,1041,3322,23,5979
2018,7,B6,JetBlue Airways,392,118,34,4,35,0,44,9,1,9003,2317,425,2399,11,3850
2018,7,DL,Delta Air Lines Inc.,589,95,27,6,33,0,29,1,2,7071,2062,579,2066,3,2361
2018,7,UA,United Air Lines Inc.,535,128,29,5,47,0,46,4,2,9677,2237,601,2571,0,4268
2018,7,WN,Southwest Airlines Co.,1413,331,105,9,63,1,152,25,4,18581,5524,753,3037,54,9214
2018,8,AA,American Airlines Inc.,804,204,60,10,67,0,66,14,3,13634,4167,874,3467,14,5112
2018,8,B6,JetBlue Airways,392,119,34,3,36,0,44,10,1,9738,2554,340,2670,25,4149
2018,8,DL,Delta Air Lines Inc.,594,97,28,5,34,0,29,1,2,6902,2116,450,2084,5,2248
2018,8,UA,United Air Lines Inc.,541,148,32,7,58,0,52,7,3,11641,2439,795,3569,0,4838
2018,8,WN,Southwest Airlines Co.,1359,274,85,8,61,1,120,23,4,15148,4664,571,2872,30,7010
2018,9,AA,American Airlines Inc.,775,151,45,7,54,1,44,15,2,9938,3188,654,2615,91,3390
2018,9,B6,JetBlue Airways,354,75,20,2,30,0,23,4,1,4901,1356,175,1633,5,1732
2018,9,DL,Delta Air Lines Inc.,542,62,19,2,25,0,16,1,1,3572,1310,198,1132,5,927
2018,9,UA,United Air Lines Inc.,514,88,20,4,40,0,24,2,1,6159,1435,457,2092,0,2176
2018,9,WN,Southwest Airlines Co.,1258,174,53,5,41,1,75,12,2,8926,2738,335,1780,67,4006
2018,10,AA,American Airlines Inc.,798,160,47,5,56,0,52,7,2,10044,3266,533,2273,8,3963
2018,10,B6,JetBlue Airways,367,75,23,1,29,0,22,2,1,4468,1502,64,1386,3,1513
2018,10,DL,Delta Air Lines Inc.,566,55,18,1,22,0,14,1,1,2969,1212,160,800,2,795
2018,10,UA,United Air Lines Inc.,529,94,21,2,44,0,27,1,1,5536,1374,216,1861,0,2085
2018,10,WN,Southwest Airlines Co.,1349,213,66,3,48,0,96,8,2,9959,3236,211,1749,24,4737
2018,11,AA,American Airlines Inc.,769,140,45,3,51,0,41,5,1,8470,3070,374,2064,13,2950
2018,11,B6,JetBlue Airways,373,104,35,1,34,0,34,3,1,7248,2521,97,1802,12,2816
2018,11,DL,Delta Air Lines Inc.,519,85,22,4,33,0,26,1,1,4857,1565,373,1430,1,1488
2018,11,UA,United Air Lines Inc.,513,107,24,3,47,0,33,6,1,7249,1625,495,2414,0,2716
2018,11,WN,Southwest Airlines Co.,1320,228,75,3,45,1,105,11,2,11087,3729,249,1725,28,5355
2018,12,AA,American Airlines Inc.,746,137,42,4,50,0,39,14,2,7749,2694,407,1859,18,2771
2018,12,B6,JetBlue Airways,373,93,35,0,26,0,32,1,1,6670,2641,39,1267,8,2715
2018,12,DL,Delta Air Lines Inc.,510,54,17,2,21,0,13,0,1,2896,1143,214,810,1,729
2018,12,UA,United Air Lines Inc.,500,95,23,2,42,0,28,1,1,5927,1516,148,1891,0,2371
2018,12,WN,Southwest Airlines Co.,1330,269,93,2,47,2,125,11,2,12871,4408,197,1782,68,6417
