ID,code,Airline,Year,Month,DOM_Flights,INT_Flights,TOT_Flights,DOM_Passengers,INT_Passengers,TOT_Passengers,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
332,B6,Jetblue Airways,2016,8,"24,488.00","5,745.00","30,233.00","2,778,076.00","725,392.00","3,503,468.00",374.67,95.86,30,2.54,26.41,0.33,36.59,4.77,0.62,"6,612.08","1,847.58",263.48,"1,670.06",22.53,"2,808.42"
333,B6,Jetblue Airways,2016,9,"22,322.00","4,284.00","26,606.00","2,416,554.00","501,363.00","2,917,917.00",339.33,69.89,19.83,2.13,23.55,0.22,24.15,1.67,0.58,"3,989.26","1,104.21",139.08,"1,119.74",13.09,"1,613.14"
334,B6,Jetblue Airways,2016,10,"22,753.00","4,242.00","26,995.00","2,532,802.00","501,919.00","3,034,721.00",357.37,73.15,24.72,0.94,22.05,0.29,25.15,8.25,0.77,"3,961.48","1,344.48",88.45,963.89,9.6,"1,555.06"
335,B6,Jetblue Airways,2016,11,"22,967.00","4,419.00","27,386.00","2,597,905.00","521,952.00","3,119,857.00",364.67,55.81,20.05,0.31,18.64,0.17,16.64,0.67,0.63,"3,049.87","1,160.41",20.29,788.35,5.08,"1,075.75"
336,B6,Jetblue Airways,2016,12,"24,181.00","5,588.00","29,769.00","2,714,148.00","661,789.00","3,375,937.00",386.16,105.32,35.12,1.08,30.24,0.49,38.38,3.94,1.59,"6,922.02","2,157.86",177.48,"1,396.06",33.57,"3,157.05"
337,B6,Jetblue Airways,2017,1,"24,189.00","5,239.00","29,428.00","2,648,950.00","637,665.00","3,286,615.00",390.51,96.21,31.04,1.39,28.15,0.55,35.07,8.33,1.73,"6,402.86","1,952.76",138.21,"1,464.62",30.1,"2,817.17"
338,B6,Jetblue Airways,2017,2,"21,632.00","4,631.00","26,263.00","2,383,341.00","547,698.00","2,931,039.00",357.32,82.1,25.25,1.37,26.19,0.21,29.08,15.63,1.22,"4,827.40","1,495.86",118.68,"1,191.67",12.21,"2,008.98"
339,B6,Jetblue Airways,2017,3,"25,012.00","5,226.00","30,238.00","2,846,297.00","632,929.00","3,479,226.00",405.86,101.95,31.08,0.97,33.82,0.21,35.88,15.91,0.48,"6,916.72","2,003.92",83.86,"2,020.89",7.81,"2,800.23"
340,B6,Jetblue Airways,2017,4,"24,874.00","5,173.00","30,047.00","2,808,967.00","643,831.00","3,452,798.00",393.61,102.13,29.67,0.84,32.98,0.26,38.38,5.84,0.64,"7,866.59","2,047.80",87.13,"2,306.17",9.8,"3,415.70"
341,B6,Jetblue Airways,2017,5,"24,944.00","5,103.00","30,047.00","2,800,053.00","600,563.00","3,400,616.00",380.88,113.93,33.7,0.88,36.52,0.18,42.66,10.09,0.75,"9,236.09","2,415.00",91.3,"2,850.21",13.37,"3,866.21"
342,B6,Jetblue Airways,2017,6,"24,809.00","5,468.00","30,277.00","2,790,054.00","662,442.00","3,452,496.00",378.1,138.73,38.32,3.05,40.5,0.27,56.6,9.27,1.12,"11,516.15","2,899.99",366.88,"2,883.96",13.79,"5,351.54"
343,B6,Jetblue Airways,2017,7,"25,934.00","6,251.00","32,185.00","2,906,813.00","826,522.00","3,733,335.00",394.57,132.75,39.96,3.44,35.88,0.28,53.18,9.84,1.48,"10,698.99","2,940.25",325.64,"2,626.84",12.79,"4,793.46"
344,B6,Jetblue Airways,2017,8,"25,732.00","6,137.00","31,869.00","2,883,324.00","815,173.00","3,698,497.00",390.96,114.91,36.37,2.39,32.26,0.52,43.37,8.72,1.13,"8,212.66","2,550.24",256.64,"1,887.94",22.96,"3,494.88"
345,B6,Jetblue Airways,2017,9,"21,987.00","4,191.00","26,178.00","2,282,646.00","492,088.00","2,774,734.00",357.57,72.94,21.25,1.62,24.92,0.11,25.04,33.33,0.51,"5,201.85","1,493.87",154.58,"1,533.10",7.33,"2,012.97"
346,B6,Jetblue Airways,2017,10,"24,219.00","4,578.00","28,797.00","2,645,260.00","526,501.00","3,171,761.00",373.62,67.54,19.91,0.9,24.87,0.23,21.64,7.77,0.74,"4,519.06","1,199.71",94.63,"1,622.42",9.49,"1,592.82"
347,B6,Jetblue Airways,2017,11,"23,661.00","4,663.00","28,324.00","2,636,597.00","558,141.00","3,194,738.00",369.75,48.16,17.42,0.12,15.86,0.29,14.47,1,0.58,"2,466.05",930.67,12.13,657.19,35.59,830.47
348,B6,Jetblue Airways,2017,12,"25,002.00","5,709.00","30,711.00","2,762,046.00","674,548.00","3,436,594.00",390.42,99.58,33.06,1.61,28.67,0.21,36.02,0.69,0.97,"6,712.05","2,229.61",192.55,"1,345.25",13.66,"2,930.98"
349,B6,Jetblue Airways,2018,1,"23,518.00","5,129.00","28,647.00","2,542,390.00","619,909.00","3,162,299.00",388.61,108.95,39.43,2.09,26.44,0.31,40.69,22.98,1.09,"8,298.28","3,029.80",226.78,"1,386.88",19.03,"3,635.80"
350,B6,Jetblue Airways,2018,2,"22,569.00","4,764.00","27,333.00","2,512,048.00","566,352.00","3,078,400.00",356.98,84.03,30.83,0.54,24.2,0.17,28.28,5.59,1.08,"4,932.19","1,915.27",61.8,"1,066.81",6.56,"1,881.75"
351,B6,Jetblue Airways,2018,3,"24,941.00","5,337.00","30,278.00","2,972,928.00","682,404.00","3,655,332.00",414.06,120.75,43.36,1.5,30.68,0.43,44.77,26.61,0.88,"7,321.56","2,772.50",157.53,"1,282.27",17.5,"3,091.77"
352,B6,Jetblue Airways,2018,4,"25,603.00","5,368.00","30,971.00","2,951,238.00","662,202.00","3,613,440.00",403.69,124.05,39.94,1.65,34.72,0.24,47.5,5.17,1.42,"8,708.09","2,699.84",199.27,"1,845.11",9.31,"3,954.56"
353,B6,Jetblue Airways,2018,5,"26,279.00","5,254.00","31,533.00","2,995,190.00","652,821.00","3,648,011.00",384.25,105.35,36.1,1.24,29.78,0.23,38,4.78,1.29,"6,817.71","2,169.49",150.78,"1,636.91",12.13,"2,848.39"
354,B6,Jetblue Airways,2018,6,"25,686.00","5,723.00","31,409.00","2,964,246.00","720,026.00","3,684,272.00",380.29,94.88,30.53,2.67,26.64,0.21,34.82,3.72,1.04,"5,953.07","1,802.90",214.29,"1,415.32",9.46,"2,511.10"
355,B6,Jetblue Airways,2018,7,"26,147.00","6,641.00","32,788.00","3,078,555.00","872,166.00","3,950,721.00",392.22,118.13,34.25,4.13,35.2,0.28,44.28,9.46,1.09,"9,002.71","2,316.85",425.4,"2,399.25",11.49,"3,849.72"
356,B6,Jetblue Airways,2018,8,"26,063.00","6,608.00","32,671.00","3,045,516.00","874,552.00","3,920,068.00",391.51,118.51,34.48,3.4,36.4,0.42,43.8,10.29,1.38,"9,738.18","2,553.63",340.26,"2,670.10",24.9,"4,149.28"
357,B6,Jetblue Airways,2018,9,"24,241.00","5,648.00","29,889.00","2,570,632.00","635,789.00","3,206,421.00",354.01,75.1,20.03,1.84,29.87,0.11,23.26,3.77,0.77,"4,900.90","1,356.35",174.55,"1,633.25",4.68,"1,732.07"
358,B6,Jetblue Airways,2018,10,"24,847.00","5,419.00","30,266.00","2,773,261.00","607,337.00","3,380,598.00",366.51,74.78,23.47,0.6,28.63,0.08,22,2.09,0.96,"4,468.28","1,502.09",64.01,"1,385.96",2.93,"1,513.29"
359,B6,Jetblue Airways,2018,11,"24,460.00","5,471.00","29,931.00","2,751,673.00","636,791.00","3,388,464.00",372.56,104.03,34.68,0.58,34.2,0.23,34.33,2.65,0.7,"7,247.82","2,521.08",96.65,"1,801.86",11.83,"2,816.39"
360,B6,Jetblue Airways,2018,12,"25,359.00","6,358.00","31,717.00","2,807,627.00","735,471.00","3,543,098.00",372.79,93.29,34.58,0.44,25.72,0.18,32.37,0.78,0.81,"6,670.18","2,640.97",39.22,"1,267.25",8.16,"2,714.57"
121,DL,Delta Airlines,2009,1,"35,727.00","6,383.00","42,110.00","4,351,463.00","908,126.00","5,259,589.00",387.81,80.22,16.72,2.06,41.57,0.02,19.84,5.99,0.83,"3,516.61",863.73,143.6,"1,495.78",1.52,"1,011.98"
122,DL,Delta Airlines,2009,2,"32,459.00","5,627.00","38,086.00","4,012,582.00","724,645.00","4,737,227.00",350.54,57.12,10.89,1,32.69,0.01,12.53,3.24,0.56,"2,577.58",609.56,93.11,"1,249.54",0.95,624.43
123,DL,Delta Airlines,2009,3,"35,907.00","6,454.00","42,361.00","4,731,914.00","939,464.00","5,671,378.00",404,92.84,18.12,3.08,44.91,0,26.74,11.91,0.77,"4,846.12","1,117.80",223.35,"1,974.70",0,"1,530.26"
124,DL,Delta Airlines,2009,4,"35,136.00","6,262.00","41,398.00","4,673,010.00","958,239.00","5,631,249.00",413.93,90.96,20.04,1.84,45.28,0.01,23.79,4.41,1.76,"5,326.67","1,361.68",268.2,"2,052.39",0.62,"1,643.78"
125,DL,Delta Airlines,2009,5,"35,284.00","6,314.00","41,598.00","4,695,195.00","964,716.00","5,659,911.00",414.47,90.76,16.31,1.61,50.16,0,22.68,1.95,0.94,"3,983.08",925.54,80.25,"1,856.22",0,"1,121.07"
126,DL,Delta Airlines,2009,6,"35,385.00","7,354.00","42,739.00","4,881,087.00","1,205,824.00","6,086,911.00",389.75,87.55,21.24,1.65,41.52,0.04,23.09,3.9,1.56,"4,950.63","1,379.68",153.69,"1,974.77",1.45,"1,441.03"
127,DL,Delta Airlines,2009,7,"37,119.00","7,903.00","45,022.00","5,244,681.00","1,350,256.00","6,594,937.00",412.72,96.46,23.46,2.02,43.36,0.04,27.57,3.16,1.47,"5,798.88","1,630.06",211.74,"2,052.20",2.06,"1,902.82"
128,DL,Delta Airlines,2009,8,"37,139.00","7,333.00","44,472.00","5,060,331.00","1,245,340.00","6,305,671.00",403.76,83.03,21.46,1.9,38.06,0.02,21.6,2.13,1.12,"4,282.54","1,286.24",116.92,"1,618.04",0.41,"1,260.92"
129,DL,Delta Airlines,2009,9,"34,613.00","5,894.00","40,507.00","4,380,862.00","980,636.00","5,361,498.00",403.35,68.73,15.94,2.17,35.29,0.03,15.3,2.34,0.88,"3,817.26","1,144.38",165.37,"1,475.52",1.95,"1,030.02"
130,DL,Delta Airlines,2009,10,"36,563.00","5,725.00","42,288.00","4,795,766.00","950,889.00","5,746,655.00",426.27,84.87,18.44,1.69,44.73,0.02,19.99,2.23,0.57,"4,009.08","1,106.97",93.83,"1,737.56",0.55,"1,070.19"
131,DL,Delta Airlines,2009,11,"35,600.00","5,489.00","41,089.00","4,455,362.00","825,580.00","5,280,942.00",406.57,48.08,11.41,0.36,25.34,0.01,10.96,2.68,0.36,"2,211.82",723.68,21.69,963.16,0.27,503.01
132,DL,Delta Airlines,2009,12,"34,582.00","6,656.00","41,238.00","4,344,754.00","1,013,678.00","5,358,432.00",375.32,80.35,19.05,2.24,39.09,0.15,19.81,8.97,0.68,"3,990.61","1,161.63",155.55,"1,544.85",4.62,"1,123.96"
133,DL,Delta Airlines,2010,1,"56,061.00","9,321.00","65,382.00","6,269,827.00","1,432,868.00","7,702,695.00",518.16,84.72,26.56,3.57,36.36,0.15,18.09,10.6,1.07,"4,825.63","1,781.56",380.55,"1,500.65",4.95,"1,157.91"
134,DL,Delta Airlines,2010,2,"50,092.00","8,488.00","58,580.00","5,896,921.00","1,270,381.00","7,167,302.00",494.58,95.6,29.78,4.42,37.36,0.21,23.82,28.8,0.89,"5,418.43","1,940.12",393.29,"1,471.30",7.64,"1,606.07"
135,DL,Delta Airlines,2010,3,"59,690.00","9,838.00","69,528.00","7,697,000.00","1,629,281.00","9,326,281.00",579.83,103.88,33.71,3.4,40.36,0.11,26.31,8.87,1.55,"6,010.31","2,209.67",302.64,"1,649.51",3.21,"1,845.27"
136,DL,Delta Airlines,2010,4,"59,271.00","8,602.00","67,873.00","7,488,219.00","1,416,252.00","8,904,471.00",538.65,79.86,27.38,2.03,32.03,0.05,18.38,2.97,1.02,"4,016.50","1,628.01",141.13,"1,162.79",1.87,"1,082.70"
137,DL,Delta Airlines,2010,5,"61,027.00","9,228.00","70,255.00","7,658,466.00","1,598,470.00","9,256,936.00",557.8,128.14,38.57,3.91,53.16,0.03,32.45,6.25,1.51,"7,122.93","2,354.34",387.41,"2,248.95",1.51,"2,130.72"
138,DL,Delta Airlines,2010,6,"63,222.00","10,570.00","73,792.00","8,333,586.00","1,926,162.00","10,259,748.00",533.47,148.41,51.26,4.53,48.75,0.04,42.59,9.78,1.8,"8,325.23","3,050.88",385.53,"2,120.37",2.4,"2,766.05"
139,DL,Delta Airlines,2010,7,"64,478.00","11,484.00","75,962.00","8,570,388.00","2,117,177.00","10,687,565.00",582.59,157.88,57.29,4.83,47.67,0.04,48.05,15.49,1.87,"9,497.50","3,518.93",420.04,"2,258.58",4.67,"3,295.27"
140,DL,Delta Airlines,2010,8,"65,066.00","10,848.00","75,914.00","8,289,570.00","2,003,618.00","10,293,188.00",568.1,118.32,39.55,2.43,41.74,0.03,34.57,9.16,1.09,"6,401.63","2,323.95",217.18,"1,778.24",1.14,"2,081.12"
141,DL,Delta Airlines,2010,9,"61,372.00","8,654.00","70,026.00","7,325,582.00","1,590,182.00","8,915,764.00",518.65,90.32,26.92,1.4,38.66,0.02,23.33,4.69,0.89,"4,230.55","1,483.25",92.98,"1,380.24",0.61,"1,273.46"
142,DL,Delta Airlines,2010,10,"63,029.00","8,708.00","71,737.00","7,988,508.00","1,559,000.00","9,547,508.00",571.5,91.35,29.08,1.98,34.3,0.02,25.96,5.8,0.78,"4,956.32","1,657.54",205.54,"1,491.21",0.89,"1,601.14"
143,DL,Delta Airlines,2010,11,"59,859.00","7,999.00","67,858.00","7,336,348.00","1,334,879.00","8,671,227.00",548.18,98.83,27.42,1.64,41.71,0,28.06,5.55,0.9,"4,828.15","1,524.45",136.74,"1,519.81",0,"1,647.16"
144,DL,Delta Airlines,2010,12,"58,350.00","8,922.00","67,272.00","7,097,273.00","1,499,834.00","8,597,107.00",529.91,132.23,41.46,4.2,46.81,0.04,39.73,24.99,1.08,"7,258.14","2,409.66",343.36,"2,046.85",1.59,"2,456.68"
145,DL,Delta Airlines,2011,1,"55,852.00","9,433.00","65,285.00","6,353,800.00","1,465,952.00","7,819,752.00",530.61,100.49,29.62,3.13,40.29,0.02,27.44,33.54,0.66,"4,921.00","1,691.01",246.86,"1,398.69",0.7,"1,583.75"
146,DL,Delta Airlines,2011,2,"52,259.00","8,869.00","61,128.00","6,190,982.00","1,260,350.00","7,451,332.00",493.98,88.85,25.46,2.59,36.68,0.02,24.1,16.46,1.02,"4,718.21","1,610.53",224.52,"1,377.91",0.9,"1,504.35"
147,DL,Delta Airlines,2011,3,"62,311.00","10,527.00","72,838.00","8,038,760.00","1,606,405.00","9,645,165.00",549.48,113.39,31.36,2.02,45.89,0.03,34.09,4.43,0.83,"5,656.53","1,818.77",173.51,"1,706.57",2.32,"1,955.35"
148,DL,Delta Airlines,2011,4,"60,131.00","9,647.00","69,778.00","7,708,165.00","1,547,821.00","9,255,986.00",512.68,104.59,27.9,2.59,42.58,0.02,31.5,5.37,1.31,"5,543.15","1,680.81",257.75,"1,718.25",2.67,"1,883.68"
149,DL,Delta Airlines,2011,5,"62,865.00","9,475.00","72,340.00","8,211,317.00","1,625,061.00","9,836,378.00",552.53,91.6,27.65,2.83,36.39,0.05,24.68,3.13,0.92,"5,113.55","1,735.99",281.96,"1,550.06",4.76,"1,540.78"
150,DL,Delta Airlines,2011,6,"63,783.00","10,520.00","74,303.00","8,476,210.00","1,918,498.00","10,394,708.00",524.94,105.66,31.95,5.12,36.02,0.03,32.54,5.57,1.87,"6,409.58","2,086.53",480.84,"1,729.39",1.55,"2,111.28"
151,DL,Delta Airlines,2011,7,"66,539.00","11,461.00","78,000.00","8,975,080.00","2,139,018.00","11,114,098.00",552.87,104.62,32.42,4.8,33.72,0.03,33.65,5.25,1.46,"6,490.26","2,105.70",421.26,"1,664.58",1.72,"2,297.00"
152,DL,Delta Airlines,2011,8,"65,237.00","10,709.00","75,946.00","8,560,593.00","2,019,596.00","10,580,189.00",541.8,82.84,26.51,3.18,27.95,0.01,25.2,10.18,1.57,"4,942.06","1,781.13",251.13,"1,291.91",0.66,"1,617.23"
153,DL,Delta Airlines,2011,9,"59,226.00","8,689.00","67,915.00","7,507,319.00","1,576,267.00","9,083,586.00",477.23,54.99,16.2,1.11,23.32,0.02,14.35,1.4,0.78,"2,777.28","1,033.05",74.45,866.77,1.44,801.57
154,DL,Delta Airlines,2011,10,"61,212.00","8,513.00","69,725.00","7,987,349.00","1,464,681.00","9,452,030.00",518.75,52.19,16.67,0.58,22.12,0.01,12.82,1.54,0.53,"2,472.13","1,018.96",48.6,725.99,1.62,676.96
155,DL,Delta Airlines,2011,11,"58,129.00","7,452.00","65,581.00","7,534,741.00","1,231,262.00","8,766,003.00",480.17,52.34,16.37,0.71,21.96,0.02,13.28,0.98,0.52,"2,434.30",957.97,35.45,739.02,0.91,700.95
156,DL,Delta Airlines,2011,12,"57,426.00","8,642.00","66,068.00","7,166,636.00","1,450,399.00","8,617,035.00",470.54,52.65,16.74,0.75,20.63,0.01,14.52,0.93,0.61,"2,716.39","1,055.97",53.12,770.3,0.5,836.51
157,DL,Delta Airlines,2012,1,"55,239.00","8,871.00","64,110.00","6,544,675.00","1,408,755.00","7,953,430.00",446.94,57.05,15.92,1.63,24.47,0.02,15,2.77,0.77,"2,928.35","1,054.87",128.61,861.77,0.85,882.24
158,DL,Delta Airlines,2012,2,"52,037.00","8,635.00","60,672.00","6,461,946.00","1,274,507.00","7,736,453.00",433.74,41.92,13.34,0.62,16.83,0.04,11.09,1,0.37,"2,141.74",920.11,63.85,537.95,2.93,616.9
159,DL,Delta Airlines,2012,3,"60,472.00","10,356.00","70,828.00","8,227,631.00","1,681,341.00","9,908,972.00",487.56,68,20.52,1.16,26.33,0.02,19.98,1.11,0.66,"3,377.65","1,312.42",96.56,846.63,1.3,"1,120.74"
160,DL,Delta Airlines,2012,4,"59,461.00","9,173.00","68,634.00","7,968,212.00","1,518,908.00","9,487,120.00",482.83,42.43,14.6,0.49,15.81,0.01,11.52,0.87,0.51,"2,180.61","1,040.28",33.32,471.76,0.5,634.74
161,DL,Delta Airlines,2012,5,"61,301.00","9,524.00","70,825.00","8,184,512.00","1,637,348.00","9,821,860.00",493.61,65.09,19.14,1.67,25.1,0.04,19.14,1.2,1.02,"3,465.22","1,301.56",111.05,953.55,3.47,"1,095.59"
