ID,code,Airline,Year,Month,DOM_Flights,INT_Flights,TOT_Flights,DOM_Passengers,INT_Passengers,TOT_Passengers,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
376,WN,Southwest Airlines,2010,4,"93,719.00",,"93,719.00","8,911,492.00",,"8,911,492.00","1,384.35",204.85,68.55,3.78,28.89,0.92,102.71,7.93,2.37,"8,703.68","2,755.56",296.03,"1,010.96",38.37,"4,602.76"
377,WN,Southwest Airlines,2010,5,"96,750.00",,"96,750.00","9,080,567.00",,"9,080,567.00","1,408.54",265.43,76.47,6.96,41.53,0.79,139.69,8.65,2.74,"12,805.96","3,299.68",608.59,"1,664.04",23.39,"7,210.25"
378,WN,Southwest Airlines,2010,6,"96,753.00",,"96,753.00","9,562,142.00",,"9,562,142.00","1,405.14",293.99,87.53,11.59,40.93,0.61,153.33,5.72,3.14,"15,375.00","3,825.48",938.01,"1,925.93",17.32,"8,668.26"
379,WN,Southwest Airlines,2010,7,"98,665.00",,"98,665.00","10,001,004.00",,"10,001,004.00","1,432.65",299.8,94.75,8.76,41.4,1.08,153.81,6.19,3.94,"14,912.68","4,093.26",636.83,"1,846.74",44,"8,291.86"
380,WN,Southwest Airlines,2010,8,"97,392.00",,"97,392.00","9,504,071.00",,"9,504,071.00","1,414.71",243.14,76.55,6.34,36.15,0.79,123.32,4.93,1.84,"10,847.83","3,093.61",421.62,"1,448.97",21.91,"5,861.71"
381,WN,Southwest Airlines,2010,9,"91,143.00",,"91,143.00","8,309,821.00",,"8,309,821.00","1,326.28",182.12,51.95,3.71,37.13,0.32,89.01,6.54,1.49,"7,428.23","2,029.46",234.49,"1,301.90",8.68,"3,853.70"
382,WN,Southwest Airlines,2010,10,"94,483.00",,"94,483.00","9,358,790.00",,"9,358,790.00","1,372.96",302.28,94.21,4.28,45.44,1.37,156.96,4.91,1.67,"13,260.61","3,818.80",349.43,"1,719.29",38.28,"7,334.81"
383,WN,Southwest Airlines,2010,11,"91,159.00",,"91,159.00","8,858,830.00",,"8,858,830.00","1,324.26",267.88,88.95,3.39,37.02,0.95,137.57,4.3,1.51,"10,871.59","3,513.36",208.67,"1,203.55",22.74,"5,923.28"
384,WN,Southwest Airlines,2010,12,"92,495.00",,"92,495.00","8,946,340.00",,"8,946,340.00","1,363.72",420.25,134.94,8.93,51.98,2.91,221.48,25.28,3.55,"20,129.43","5,811.80",571.39,"2,113.84",74.22,"11,558.19"
385,WN,Southwest Airlines,2011,1,"92,018.00",,"92,018.00","8,307,319.00",,"8,307,319.00","1,353.23",322.67,103.11,6.41,44.13,2.41,166.6,20.86,2.71,"13,824.90","4,144.10",357.36,"1,597.54",71.12,"7,654.78"
386,WN,Southwest Airlines,2011,2,"82,477.00",,"82,477.00","7,602,255.00",,"7,602,255.00","1,235.90",272.43,75.45,4.91,46.12,1.45,144.5,41.99,3.04,"12,975.38","3,369.61",353.7,"1,790.32",48.93,"7,412.83"
387,WN,Southwest Airlines,2011,3,"99,328.00",,"99,328.00","9,689,544.00",,"9,689,544.00","1,386.90",268.15,75.6,5.04,44.12,1.14,142.26,8.72,2.04,"13,492.79","3,511.92",421.43,"1,765.51",32.49,"7,761.44"
388,WN,Southwest Airlines,2011,4,"96,683.00",,"96,683.00","9,223,678.00",,"9,223,678.00","1,364.22",304.83,86.19,6.27,45.59,1.53,165.25,23.99,3.28,"16,456.21","4,491.13",491.06,"1,900.79",53.21,"9,520.03"
389,WN,Southwest Airlines,2011,5,"99,288.00",,"99,288.00","9,706,504.00",,"9,706,504.00","1,388.08",308.69,88.97,8.82,45.21,1.25,164.45,11.54,2.79,"16,940.35","4,208.33",861.74,"2,139.19",36.85,"9,694.24"
390,WN,Southwest Airlines,2011,6,"100,180.00",,"100,180.00","9,924,612.00",,"9,924,612.00","1,397.17",261.25,73.81,8.07,36.97,1.12,141.29,8.17,3.08,"13,469.54","3,406.89",622.31,"1,627.56",42.36,"7,770.43"
391,WN,Southwest Airlines,2011,7,"102,030.00",,"102,030.00","10,118,492.00",,"10,118,492.00","1,421.86",219.31,61.2,9.13,35.72,0.43,112.83,7.85,3.64,"12,009.75","3,002.19",682.75,"1,669.81",15.13,"6,639.88"
392,WN,Southwest Airlines,2011,8,"99,228.00",,"99,228.00","9,607,433.00",,"9,607,433.00","1,394.08",209.89,58.05,7.97,34.22,0.83,108.82,18.25,3.31,"11,305.74","2,771.11",619.79,"1,664.54",27.35,"6,222.94"
393,WN,Southwest Airlines,2011,9,"92,514.00",,"92,514.00","8,751,116.00",,"8,751,116.00","1,291.93",190.44,50.83,6.12,32.94,0.6,99.96,9.06,2.97,"9,566.64","2,328.33",446.88,"1,367.61",28.64,"5,395.18"
394,WN,Southwest Airlines,2011,10,"96,618.00",,"96,618.00","9,522,266.00",,"9,522,266.00","1,349.60",167.57,49.12,3.9,28.37,0.67,85.51,9.01,1.9,"7,816.01","2,179.58",285.04,"1,066.43",21.47,"4,263.49"
395,WN,Southwest Airlines,2011,11,"90,947.00",,"90,947.00","9,070,943.00",,"9,070,943.00","1,268.99",136.51,40.36,3.72,23.46,0.79,68.18,6.82,1.56,"6,136.53","1,844.86",217.33,851.96,21.42,"3,200.96"
396,WN,Southwest Airlines,2011,12,"93,852.00",,"93,852.00","9,062,653.00",,"9,062,653.00","1,307.54",160.18,47.81,4.03,28.99,0.85,78.5,5.08,1.47,"7,151.03","2,077.14",252.54,"1,082.15",20.32,"3,718.88"
397,WN,Southwest Airlines,2012,1,"90,085.00",,"90,085.00","8,169,963.00",,"8,169,963.00","1,263.53",140.17,39.8,4.79,30.99,0.47,64.11,13.96,2.13,"7,038.63","1,914.08",415.38,"1,279.13",11.13,"3,418.92"
398,WN,Southwest Airlines,2012,2,"86,419.00",,"86,419.00","8,050,366.00",,"8,050,366.00","1,195.07",117.59,37.43,2.94,23.15,0.52,53.55,11.99,1.1,"5,191.19","1,714.26",180.22,789.44,13.27,"2,494.00"
399,WN,Southwest Airlines,2012,3,"98,151.00",,"98,151.00","9,745,795.00",,"9,745,795.00","1,350.05",191.75,55.7,5.39,38.44,0.71,91.5,7.37,2.16,"8,934.67","2,553.15",407.75,"1,389.86",17.05,"4,566.85"
400,WN,Southwest Airlines,2012,4,"96,061.00",,"96,061.00","9,371,046.00",,"9,371,046.00","1,324.32",161.44,53.93,3.81,25.18,0.67,77.85,9.48,1.48,"7,705.32","2,712.45",231.34,858.63,26.47,"3,876.42"
401,WN,Southwest Airlines,2012,5,"98,499.00",,"98,499.00","9,750,586.00",,"9,750,586.00","1,355.99",203.03,66.86,4.76,32.15,1.1,98.16,8.48,2.22,"9,733.01","3,186.89",353.82,"1,221.86",33.59,"4,936.85"
402,WN,Southwest Airlines,2012,6,"98,232.00",,"98,232.00","10,097,756.00",,"10,097,756.00","1,352.96",260.95,84.26,4.89,40.62,1.05,130.13,9.32,2.38,"12,882.58","3,967.32",437.21,"1,630.59",26.88,"6,820.59"
403,WN,Southwest Airlines,2012,7,"101,860.00",,"101,860.00","10,440,046.00",,"10,440,046.00","1,382.46",301,89.63,9.54,48.61,1.09,152.13,8.64,2.89,"15,632.82","4,346.91",737.27,"2,081.26",29.92,"8,437.47"
404,WN,Southwest Airlines,2012,8,"97,814.00",,"97,814.00","10,108,416.00",,"10,108,416.00","1,294.67",250.49,74.81,7.66,42.07,1,124.95,10.08,3.11,"12,935.46","3,543.51",585.24,"1,786.93",30.36,"6,989.42"
405,WN,Southwest Airlines,2012,9,"89,679.00",,"89,679.00","8,706,901.00",,"8,706,901.00","1,167.88",151.17,41.29,5,31.48,0.6,72.8,4.48,1.47,"7,209.97","1,802.69",362.53,"1,267.75",22.31,"3,754.69"
406,WN,Southwest Airlines,2012,10,"94,449.00",,"94,449.00","9,590,443.00",,"9,590,443.00","1,247.22",195.25,58.83,4.08,38.01,0.91,93.41,22.14,1.86,"8,855.90","2,586.16",275.96,"1,409.51",26.19,"4,558.08"
407,WN,Southwest Airlines,2012,11,"89,816.00",,"89,816.00","9,163,136.00",,"9,163,136.00","1,156.81",153.79,51.51,3.14,24.9,0.59,73.66,6.46,1.42,"7,640.64","2,321.44",267.01,957.22,17.62,"4,077.36"
408,WN,Southwest Airlines,2012,12,"91,382.00",,"91,382.00","9,039,620.00",,"9,039,620.00","1,185.23",290.5,90.9,6.31,44.68,2.06,146.54,15.54,2.92,"14,067.88","4,089.53",501.27,"1,776.95",58.92,"7,641.22"
409,WN,Southwest Airlines,2013,1,"88,715.00",,"88,715.00","8,047,475.00",,"8,047,475.00","1,143.19",164.45,52.44,3.47,36.58,0.9,71.05,6.56,1.12,"6,683.72","2,166.31",230.87,"1,211.04",22.35,"3,053.15"
410,WN,Southwest Airlines,2013,2,"81,589.00",,"81,589.00","7,891,987.00",,"7,891,987.00","1,065.58",142.51,43.18,3.86,30.99,0.48,64.01,20.4,1.83,"5,733.44","1,759.28",255.28,"1,003.06",15.05,"2,700.76"
411,WN,Southwest Airlines,2013,3,"98,145.00",,"98,145.00","10,248,051.00",,"10,248,051.00","1,254.96",231.78,63.49,5.76,46.24,0.91,115.39,13.86,1.65,"10,706.49","2,759.46",475.76,"1,729.01",24.87,"5,717.39"
412,WN,Southwest Airlines,2013,4,"96,712.00",,"96,712.00","9,643,071.00",,"9,643,071.00","1,157.12",240.36,60.67,5.92,50.34,1.18,122.25,7.43,2.2,"11,207.62","2,599.65",525.32,"1,955.80",36.99,"6,089.86"
413,WN,Southwest Airlines,2013,5,"98,584.00",,"98,584.00","10,354,673.00",,"10,354,673.00","1,176.44",238.54,67.18,6.97,45.53,0.73,118.13,5.48,2.95,"11,607.12","2,871.36",598.55,"1,904.01",23.86,"6,209.35"
414,WN,Southwest Airlines,2013,6,"96,921.00",,"96,921.00","10,501,237.00",,"10,501,237.00","1,145.94",302.26,85.38,10.26,52.81,0.9,152.9,8.98,3.55,"16,391.72","4,309.94",844.42,"2,387.07",23.33,"8,826.95"
415,WN,Southwest Airlines,2013,7,"99,794.00",,"99,794.00","10,516,679.00",,"10,516,679.00","1,180.11",271.06,77.74,8.51,51.71,0.85,132.24,9.01,2.58,"13,158.04","3,503.18",627.86,"2,102.33",26.89,"6,897.78"
416,WN,Southwest Airlines,2013,8,"96,283.00",,"96,283.00","9,928,806.00",,"9,928,806.00","1,122.78",286.07,85.78,6.11,47.55,0.74,145.89,5.33,2.27,"13,090.05","3,567.77",481.52,"1,920.29",18.57,"7,101.90"
417,WN,Southwest Airlines,2013,9,"89,563.00",,"89,563.00","8,894,868.00",,"8,894,868.00","1,046.44",239.51,69.91,5.34,40.58,0.58,123.11,6.72,1.99,"10,773.59","2,841.51",437.95,"1,569.05",19.08,"5,906.00"
418,WN,Southwest Airlines,2013,10,"94,220.00",,"94,220.00","9,764,881.00",,"9,764,881.00","1,098.55",228.26,67.67,2.93,40.9,0.62,116.14,3.98,1.17,"8,994.01","2,578.81",212.48,"1,351.93",16.45,"4,834.34"
419,WN,Southwest Airlines,2013,11,"89,241.00",,"89,241.00","9,282,585.00",,"9,282,585.00","1,006.90",198.83,64.58,3.29,30.37,0.43,100.15,5.33,1.96,"8,695.36","2,582.99",250.3,"1,140.18",15.08,"4,706.81"
420,WN,Southwest Airlines,2013,12,"94,221.00",,"94,221.00","10,248,472.00",,"10,248,472.00","1,066.33",440.51,137.18,4.92,62.18,1.61,234.61,8.73,1.64,"20,341.28","5,915.54",365.38,"2,428.16",44.3,"11,587.90"
421,WN,Southwest Airlines,2014,1,"87,334.00",,"87,334.00","8,569,049.00",,"8,569,049.00","1,028.81",326.03,104.96,5.8,48.13,0.84,166.31,49.88,4.8,"19,603.92","5,742.87",546.08,"2,266.78",27.91,"11,020.29"
422,WN,Southwest Airlines,2014,2,"82,012.00",,"82,012.00","8,382,418.00",,"8,382,418.00",950.35,248.93,73.44,4.56,42.5,0.2,128.24,30.31,1.99,"11,878.83","3,371.18",350.1,"1,659.11",8.85,"6,489.58"
423,WN,Southwest Airlines,2014,3,"100,338.00",,"100,338.00","10,944,064.00",,"10,944,064.00","1,139.12",302.25,91.52,3.41,46.75,0.34,160.23,12.79,1.44,"13,794.87","4,056.01",275.38,"1,685.21",9.46,"7,768.80"
424,WN,Southwest Airlines,2014,4,"98,716.00",,"98,716.00","10,564,429.00",,"10,564,429.00","1,113.58",278.55,83.26,3.79,42.03,0.34,149.13,6.19,2.1,"12,727.67","3,731.89",263.4,"1,563.75",9.28,"7,159.35"
425,WN,Southwest Airlines,2014,5,"100,197.00",,"100,197.00","11,027,354.00",,"11,027,354.00","1,131.00",306.47,94.43,6.32,42.58,0.4,162.74,8.51,3.71,"16,110.43","4,427.11",625.56,"1,942.65",11.51,"9,103.60"
426,WN,Southwest Airlines,2014,6,"101,531.00",,"101,531.00","11,506,171.00",,"11,506,171.00","1,146.55",367.22,108.2,9.22,52.77,0.36,196.67,9.56,4.3,"20,594.11","5,628.92",812.11,"2,384.04",13.12,"11,755.91"
427,WN,Southwest Airlines,2014,7,"104,655.00",442,"105,097.00","11,917,562.00","47,719.00","11,965,281.00","1,225.90",360.7,111.88,10.33,50.77,0.28,187.44,11.7,2.9,"20,178.42","6,115.76",827.47,"2,123.03",6.78,"11,105.38"
428,WN,Southwest Airlines,2014,8,"99,206.00",530,"99,736.00","11,134,047.00","58,578.00","11,192,625.00","1,155.63",277.84,84.95,8.27,45.67,0.35,138.6,4.98,3.08,"14,331.38","4,154.38",586.38,"1,809.05",15.73,"7,765.84"
429,WN,Southwest Airlines,2014,9,"93,765.00",510,"94,275.00","10,028,082.00","40,846.00","10,068,928.00","1,101.41",202.8,59.62,4.84,41.66,0.3,96.38,13.28,2.63,"10,237.49","2,845.90",391.48,"1,725.26",18.91,"5,255.95"
430,WN,Southwest Airlines,2014,10,"98,651.00",585,"99,236.00","10,953,878.00","58,677.00","11,012,555.00","1,154.15",217.92,63.91,3.07,42.75,0.12,108.08,8.24,1.48,"9,953.98","2,838.40",222.26,"1,598.59",3.2,"5,291.53"
431,WN,Southwest Airlines,2014,11,"95,105.00","1,384.00","96,489.00","10,417,562.00","133,868.00","10,551,430.00","1,111.95",202.59,60.84,3.12,37.6,0.31,100.72,7.29,1.15,"9,716.79","2,949.45",226.56,"1,341.90",12.26,"5,186.63"
432,WN,Southwest Airlines,2014,12,"100,173.00","1,448.00","101,621.00","11,250,167.00","160,079.00","11,410,246.00","1,173.00",323.16,100.65,4.62,52.57,0.67,164.65,9.52,1.55,"16,203.66","4,820.24",340.87,"2,125.13",21.24,"8,896.17"
433,WN,Southwest Airlines,2015,1,"98,417.00","1,354.00","99,771.00","9,891,576.00","144,812.00","10,036,388.00","1,163.28",220.15,69.19,4.4,41.04,0.26,105.26,20.55,2.5,"10,574.06","3,230.28",326.34,"1,520.48",9.6,"5,487.36"
434,WN,Southwest Airlines,2015,2,"86,840.00","1,198.00","88,038.00","9,402,954.00","132,499.00","9,535,453.00","1,048.51",193.3,60.15,4.9,39.5,0.12,88.63,40.16,2.02,"9,343.52","2,928.17",386.86,"1,505.37",3.86,"4,519.26"
435,WN,Southwest Airlines,2015,3,"107,279.00","1,484.00","108,763.00","12,354,567.00","172,407.00","12,526,974.00","1,270.29",225.73,74.16,3.66,40.06,0.39,107.46,24.98,2.83,"11,464.94","3,851.44",327.28,"1,485.24",21.26,"5,779.72"
436,WN,Southwest Airlines,2015,4,"106,012.00","1,566.00","107,578.00","12,021,031.00","174,921.00","12,195,952.00","1,237.29",215.1,64.26,5.74,41.65,0.12,103.33,7.22,3.09,"10,550.98","3,262.60",423.29,"1,492.34",4.27,"5,368.48"
437,WN,Southwest Airlines,2015,5,"107,039.00","1,654.00","108,693.00","12,380,510.00","185,320.00","12,565,830.00","1,252.35",252.42,76.7,9.37,42.44,0.29,123.62,11.35,4.6,"13,773.88","4,034.30",816.99,"1,732.17",8.72,"7,181.70"
438,WN,Southwest Airlines,2015,6,"108,308.00","1,730.00","110,038.00","12,694,097.00","214,405.00","12,908,502.00","1,276.47",322.6,102.13,12.43,49.04,0.31,158.69,21.91,6,"18,300.22","5,668.02","1,078.53","2,094.97",12.91,"9,445.79"
439,WN,Southwest Airlines,2015,7,"113,184.00","1,832.00","115,016.00","13,387,625.00","240,868.00","13,628,493.00","1,321.51",335.3,102.39,9.27,53.51,0.44,169.7,9.76,4.65,"18,942.53","5,693.78",666.07,"2,308.85",12.01,"10,261.83"
440,WN,Southwest Airlines,2015,8,"107,499.00","1,318.00","108,817.00","12,435,731.00","165,262.00","12,600,993.00","1,257.90",240.72,75.4,9.58,43.47,0.36,111.91,12.28,5.07,"13,740.14","4,164.19",788.66,"1,923.17",12.06,"6,852.06"
441,WN,Southwest Airlines,2015,9,"100,390.00","1,076.00","101,466.00","11,424,637.00","111,647.00","11,536,284.00","1,170.29",137,43,5.05,29.82,0.38,58.74,4.47,1.65,"6,698.98","2,181.22",343.41,"1,092.95",13.35,"3,068.05"
442,WN,Southwest Airlines,2015,10,"104,306.00","1,383.00","105,689.00","12,373,023.00","154,322.00","12,527,345.00","1,215.30",144.86,47.68,3.39,30.22,0.12,63.45,3.74,1.64,"7,177.86","2,344.64",301.24,"1,154.59",2.92,"3,374.47"
443,WN,Southwest Airlines,2015,11,"103,214.00","2,065.00","105,279.00","11,917,933.00","223,425.00","12,141,358.00","1,209.83",188.21,59.39,4.07,37.33,0.35,87.06,11.28,2.27,"8,838.42","2,941.66",319.36,"1,354.21",14.24,"4,208.94"
444,WN,Southwest Airlines,2015,12,"106,071.00","2,136.00","108,207.00","12,123,894.00","247,140.00","12,371,034.00","1,249.72",276.06,87.1,5.68,45.14,0.76,137.38,18.86,3.31,"14,447.77","4,250.51",563.47,"1,744.93",23.03,"7,865.83"
445,WN,Southwest Airlines,2016,1,"101,623.00","2,037.00","103,660.00","10,695,153.00","228,953.00","10,924,106.00","1,211.09",163.99,52.39,3.83,33.64,0.45,73.68,30.7,2.08,"7,626.15","2,514.56",283.1,"1,171.78",13.49,"3,643.22"
446,WN,Southwest Airlines,2016,2,"95,924.00","1,900.00","97,824.00","10,378,380.00","212,516.00","10,590,896.00","1,130.52",119.12,36.51,3.92,26.48,0.22,51.99,16.45,1.95,"5,917.06","1,855.14",359.59,961.4,7.02,"2,733.91"
447,WN,Southwest Airlines,2016,3,"110,884.00","2,167.00","113,051.00","12,862,493.00","250,946.00","13,113,439.00","1,302.36",228.48,60.91,6.25,50.89,0.48,109.94,14.86,2.52,"10,795.55","2,903.55",500.9,"1,935.03",14.26,"5,441.81"
448,WN,Southwest Airlines,2016,4,"107,047.00","2,172.00","109,219.00","12,366,059.00","240,153.00","12,606,212.00","1,254.13",221.57,59.67,5.42,49.03,0.58,106.87,11.26,2.14,"10,663.59","2,880.57",427.23,"1,855.34",18.71,"5,481.74"
449,WN,Southwest Airlines,2016,5,"109,593.00","2,208.00","111,801.00","12,996,806.00","252,134.00","13,248,940.00","1,277.29",227.93,60.72,7.44,48.57,0.63,110.58,7.09,4.53,"11,050.97","2,816.72",645.94,"1,819.98",18.78,"5,749.55"
450,WN,Southwest Airlines,2016,6,"111,163.00","2,266.00","113,429.00","13,333,765.00","290,244.00","13,624,009.00","1,290.64",308.48,88.78,9.06,56.99,0.73,152.93,17.36,5.32,"17,003.13","4,743.51",793.28,"2,400.15",55.9,"9,010.30"
451,WN,Southwest Airlines,2016,7,"112,228.00","2,389.00","114,617.00","13,307,476.00","322,529.00","13,630,005.00","1,324.23",341.51,104.25,12.26,56.55,0.46,167.97,39.02,5.55,"21,420.38","6,461.28","1,092.74","2,716.47",17.1,"11,132.79"
452,WN,Southwest Airlines,2016,8,"110,391.00","1,874.00","112,265.00","12,690,000.00","229,768.00","12,919,768.00","1,273.28",244.33,66.23,8.9,56.86,0.49,111.85,8.08,4.16,"11,964.62","3,228.75",675.93,"2,181.45",33.87,"5,844.62"
453,WN,Southwest Airlines,2016,9,"103,890.00","1,645.00","105,535.00","12,132,315.00","170,649.00","12,302,964.00","1,196.36",167,45.64,4.75,40.35,0.17,76.08,3.62,1.61,"7,582.85","2,161.54",313.79,"1,434.86",7.05,"3,665.61"
454,WN,Southwest Airlines,2016,10,"107,429.00","1,686.00","109,115.00","12,821,619.00","192,548.00","13,014,167.00","1,244.57",176.67,45.34,2.5,47.9,0.14,80.79,10.76,1.23,"7,486.47","2,042.09",159.32,"1,689.94",3.34,"3,591.77"
455,WN,Southwest Airlines,2016,11,"106,840.00","2,018.00","108,858.00","12,689,307.00","231,216.00","12,920,523.00","1,229.01",166.94,45.08,3.2,42.35,0.56,75.75,2.53,1.77,"7,067.02","1,996.61",221.83,"1,435.53",24.14,"3,388.92"
456,WN,Southwest Airlines,2016,12,"109,111.00","2,654.00","111,765.00","12,547,225.00","298,023.00","12,845,248.00","1,273.63",295.74,85.47,4.96,58.48,0.44,146.4,21.56,2.49,"14,826.25","4,037.74",464.48,"2,291.76",12.67,"8,019.61"
457,WN,Southwest Airlines,2017,1,"105,683.00","2,754.00","108,437.00","11,037,315.00","287,068.00","11,324,383.00","1,238.91",285.1,68.5,7.34,71.31,0.31,137.64,26.59,2.99,"14,057.43","3,346.45",620.52,"2,765.91",9.09,"7,315.46"
458,WN,Southwest Airlines,2017,2,"94,593.00","2,563.00","97,156.00","10,406,350.00","256,495.00","10,662,845.00","1,100.47",177.36,41,4.51,50.72,0.09,81.04,14.95,1.8,"7,789.54","1,877.07",341.8,"1,756.39",2.36,"3,811.92"
459,WN,Southwest Airlines,2017,3,"113,188.00","3,007.00","116,195.00","13,268,282.00","322,840.00","13,591,122.00","1,323.49",243.51,58.71,5.26,62.17,0.3,117.07,24.26,2.11,"10,786.69","2,658.94",424.62,"2,204.45",10.06,"5,488.62"
460,WN,Southwest Airlines,2017,4,"111,547.00","2,975.00","114,522.00","13,121,976.00","338,689.00","13,460,665.00","1,289.92",252.36,62.4,5.25,60.21,0.14,124.36,9.7,2.43,"12,684.48","3,091.63",481.91,"2,437.95",3.29,"6,669.70"
461,WN,Southwest Airlines,2017,5,"112,875.00","2,827.00","115,702.00","13,381,479.00","324,511.00","13,705,990.00","1,301.60",286.82,74.51,6.67,63.77,0.25,141.62,6.1,1.98,"14,257.24","3,590.40",560.76,"2,671.66",9.61,"7,424.82"
462,WN,Southwest Airlines,2017,6,"114,364.00","3,233.00","117,597.00","13,873,458.00","396,820.00","14,270,278.00","1,309.49",332.93,89.97,9.92,63.62,0.48,168.95,12.99,3.4,"17,770.69","4,610.43",926.07,"2,727.61",27.58,"9,479.00"
463,WN,Southwest Airlines,2017,7,"117,416.00","3,452.00","120,868.00","14,194,967.00","455,923.00","14,650,890.00","1,371.80",330.56,91.1,11.98,63.05,0.32,164.11,9.91,3.55,"16,932.44","4,452.53",915.16,"2,619.28",15.13,"8,930.34"
464,WN,Southwest Airlines,2017,8,"113,076.00","2,761.00","115,837.00","13,316,907.00","339,988.00","13,656,895.00","1,350.67",361.4,99.48,9.19,71.06,0.33,181.33,38.59,2.98,"18,175.49","4,875.66",767.4,"2,836.97",15.14,"9,680.33"
465,WN,Southwest Airlines,2017,9,"102,352.00","2,027.00","104,379.00","11,730,577.00","194,527.00","11,925,104.00","1,228.07",173.95,52.12,4.3,36.26,0.2,81.09,40.12,2.38,"8,407.91","2,382.98",334.16,"1,430.45",5.52,"4,254.79"
466,WN,Southwest Airlines,2017,10,"109,710.00","2,337.00","112,047.00","13,249,770.00","251,680.00","13,501,450.00","1,282.12",188.49,59.46,1.18,39.54,0.76,87.54,7.53,1.17,"8,286.49","2,852.53",72.69,"1,376.64",38.3,"3,946.33"
467,WN,Southwest Airlines,2017,11,"108,647.00","3,043.00","111,690.00","13,253,765.00","329,377.00","13,583,142.00","1,267.63",149.88,52.68,1.07,25.68,0.66,69.81,5.5,1.31,"7,180.78","2,639.37",99.15,886.08,59.02,"3,497.15"
468,WN,Southwest Airlines,2017,12,"110,122.00","3,329.00","113,451.00","12,974,166.00","370,007.00","13,344,173.00","1,291.30",256.16,82.86,2.68,45.57,1.3,123.74,12.34,1.7,"12,079.30","3,939.13",238.98,"1,720.93",71.09,"6,109.17"
469,WN,Southwest Airlines,2018,1,"107,342.00","3,167.00","110,509.00","11,656,512.00","341,918.00","11,998,430.00","1,275.30",200.91,60.25,2.48,47.82,0.51,89.83,28.69,2.16,"9,123.64","2,821.20",162.51,"1,784.34",25.8,"4,329.79"
470,WN,Southwest Airlines,2018,2,"95,101.00","2,858.00","97,959.00","10,920,661.00","306,799.00","11,227,460.00","1,128.10",232.15,70.35,2.49,53.13,0.67,105.51,23.69,2.64,"10,516.51","3,274.87",187.34,"2,002.86",28.64,"5,022.80"
471,WN,Southwest Airlines,2018,3,"114,249.00","3,498.00","117,747.00","13,899,027.00","418,183.00","14,317,210.00","1,353.72",258.8,84.16,2.97,47.59,0.95,123.13,26.08,1.26,"12,278.81","4,085.05",212.88,"1,828.02",40.52,"6,112.34"
472,WN,Southwest Airlines,2018,4,"113,030.00","3,332.00","116,362.00","13,396,982.00","384,454.00","13,781,436.00","1,326.94",279.57,88.57,2.69,51.4,0.64,136.27,14.19,1.8,"14,311.63","4,677.05",242.81,"1,994.27",26.47,"7,371.03"
473,WN,Southwest Airlines,2018,5,"115,644.00","3,380.00","119,024.00","14,040,465.00","391,809.00","14,432,274.00","1,358.71",300.56,93.18,5.68,54.96,0.79,145.95,16.8,2.88,"16,169.40","4,796.16",476.37,"2,582.14",35.59,"8,279.13"
474,WN,Southwest Airlines,2018,6,"114,987.00","3,551.00","118,538.00","14,252,320.00","464,704.00","14,717,024.00","1,348.13",282.59,90.09,7.27,50.88,0.89,133.46,14.67,3.79,"15,300.53","4,654.06",536.87,"2,339.17",45.59,"7,724.84"
475,WN,Southwest Airlines,2018,7,"118,350.00","3,680.00","122,030.00","14,456,159.00","505,249.00","14,961,408.00","1,413.11",331.01,104.68,9.45,63.39,1.29,152.2,24.79,4.32,"18,581.42","5,523.52",752.65,"3,036.60",54.45,"9,214.21"
476,WN,Southwest Airlines,2018,8,"113,914.00","2,958.00","116,872.00","13,593,160.00","373,424.00","13,966,584.00","1,359.22",274.39,85.23,7.8,60.83,0.65,119.88,22.68,3.92,"15,147.69","4,664.18",570.59,"2,872.41",30.04,"7,010.48"
477,WN,Southwest Airlines,2018,9,"106,109.00","2,543.00","108,652.00","12,231,041.00","265,385.00","12,496,426.00","1,258.49",174.48,52.97,4.59,41.43,0.72,74.77,12.34,2.44,"8,925.80","2,737.81",334.51,"1,780.13",66.91,"4,006.45"
478,WN,Southwest Airlines,2018,10,"114,189.00","2,627.00","116,816.00","13,766,257.00","308,342.00","14,074,599.00","1,348.98",212.92,65.68,3.05,47.99,0.47,95.72,7.62,2.06,"9,958.58","3,236.18",211.35,"1,749.36",24.31,"4,737.38"
479,WN,Southwest Airlines,2018,11,"111,427.00","3,298.00","114,725.00","13,627,166.00","386,053.00","14,013,219.00","1,320.28",228.4,75.05,2.52,44.9,0.65,105.27,11.04,1.76,"11,086.52","3,728.60",249.34,"1,725.44",27.95,"5,355.19"
480,WN,Southwest Airlines,2018,12,"112,255.00","3,533.00","115,788.00","13,205,219.00","414,310.00","13,619,529.00","1,329.73",268.87,93.12,2.28,46.73,1.62,125.12,10.95,2.19,"12,870.92","4,407.62",197.24,"1,781.53",67.8,"6,416.73"
